party,partyLabel,colorLabel
http://www.wikidata.org/entity/Q921704,Liberal Democratic Party,steel blue
http://www.wikidata.org/entity/Q828492,Liberal Democratic Party,Blue (CMYK) (pigment blue)
http://www.wikidata.org/entity/Q937927,Liberal Party,light orange
http://www.wikidata.org/entity/Q6540713,Liberal Party,blue
http://www.wikidata.org/entity/Q1822918,Liberal Party,Maya Blue
http://www.wikidata.org/entity/Q2653155,Liberal Party,orange
http://www.wikidata.org/entity/Q622441,Liberal Party,gold
http://www.wikidata.org/entity/Q2575588,Liberal Party,gold
http://www.wikidata.org/entity/Q3366486,Liberal Party,gold
http://www.wikidata.org/entity/Q3885147,Liberal Party,gold
http://www.wikidata.org/entity/Q6625187,Liberal Party of Australia (New South Wales Division),cobalt blue
http://www.wikidata.org/entity/Q55616815,Liberal Party of Australia (Queensland Division),cobalt blue
http://www.wikidata.org/entity/Q23198434,Liberal Party of Australia (South Australian Division),cobalt blue
http://www.wikidata.org/entity/Q30668457,Liberal Party of Australia (Tasmanian Division),cobalt blue
http://www.wikidata.org/entity/Q55616818,Liberal Party of Australia (Victorian Division),cobalt blue
http://www.wikidata.org/entity/Q55616819,Liberal Party of Australia (Western Australian Division),cobalt blue
http://www.wikidata.org/entity/Q6540643,Liberal Party of Sudan,denim
http://www.wikidata.org/entity/Q3366660,Liberal Reform Party,dark turquoise
http://www.wikidata.org/entity/Q6540790,Liberal Reform Party,gold
http://www.wikidata.org/entity/Q3047755,Liberal Union,gold
http://www.wikidata.org/entity/Q15735224,Liberal-Environmental Party,teal
http://www.wikidata.org/entity/Q12033327,Liberal-Social Union,emerald
http://www.wikidata.org/entity/Q6541113,Liberia Action Party,cyan
http://www.wikidata.org/entity/Q6541373,Libertarian Party of Massachusetts,Mandarin orange
http://www.wikidata.org/entity/Q130671,"Libertarian, Direct, Democratic",navy blue
http://www.wikidata.org/entity/Q6541470,Libertas Poland,blue
http://www.wikidata.org/entity/Q970952,Liberty and Refoundation,dark red
http://www.wikidata.org/entity/Q12324381,Libertære Socialister,Rosso corsa
http://www.wikidata.org/entity/Q6661038,Llais Gwynedd,dark green
http://www.wikidata.org/entity/Q15980741,Los Coludos,red
http://www.wikidata.org/entity/Q716092,MIÉP–Jobbik Third Way Alliance of Parties,NCS green
http://www.wikidata.org/entity/Q3366796,MSM,red
http://www.wikidata.org/entity/Q4389847,Mahachon Party,red
http://www.wikidata.org/entity/Q3529247,Mahajana Eksath Peramuna,blue
http://www.wikidata.org/entity/Q3522601,Mahajana Eksath Peramuna,red
http://www.wikidata.org/entity/Q6736426,Maine Republican Party,red
http://www.wikidata.org/entity/Q15711639,Majlis Wahdat-e-Muslimeen,dark red
http://www.wikidata.org/entity/Q18207346,Majlis-e-Tahaffuz-e-Khatme Nabuwwat,forest green
http://www.wikidata.org/entity/Q1037389,Malawi Congress Party,red
http://www.wikidata.org/entity/Q6741973,Malaysian Indian Muslim Congress,Mandarin orange
http://www.wikidata.org/entity/Q12699610,Malaysian Indian United Party,yellow
http://www.wikidata.org/entity/Q6744699,Malta Workers Party,copper
http://www.wikidata.org/entity/Q9035476,Mana Maori Movement,brown
http://www.wikidata.org/entity/Q6746551,Mana Wahine Te Ira Tangata,brown
http://www.wikidata.org/entity/Q1428864,Mapam,red
http://www.wikidata.org/entity/Q1892248,Marada Movement,green-yellow
http://www.wikidata.org/entity/Q1892248,Marada Movement,green-yellow
http://www.wikidata.org/entity/Q3123247,March 26 Movement,orange-red
http://www.wikidata.org/entity/Q16304789,Mass Party,red
http://www.wikidata.org/entity/Q1568845,Matubhum Party,blue
http://www.wikidata.org/entity/Q6792789,Mauri Pacific,Berliner Blau
http://www.wikidata.org/entity/Q3979015,Mexican Democratic Party,Rosso corsa
http://www.wikidata.org/entity/Q15980772,Middlewich First,white
http://www.wikidata.org/entity/Q15980772,Middlewich First,lithopone white
http://www.wikidata.org/entity/Q599295,Minority Front,red
http://www.wikidata.org/entity/Q285354,Mizrachi,steel blue
http://www.wikidata.org/entity/Q15980769,Modern Whig Party,orange
http://www.wikidata.org/entity/Q1780708,Moledet,navy blue
http://www.wikidata.org/entity/Q3320137,Monarchiens,Persian blue
http://www.wikidata.org/entity/Q1054567,Monarchist National Party,navy blue
http://www.wikidata.org/entity/Q11939498,Mongol National Organisation,teal
http://www.wikidata.org/entity/Q3110690,Moravané,yellow
http://www.wikidata.org/entity/Q6911217,Morecambe Bay Independents,white
http://www.wikidata.org/entity/Q6911217,Morecambe Bay Independents,lithopone white
http://www.wikidata.org/entity/Q1068853,Most–Híd,light orange
http://www.wikidata.org/entity/Q2635662,Motherland Defenders Party,raspberry
http://www.wikidata.org/entity/Q488511,Motherland Party,NCS yellow
http://www.wikidata.org/entity/Q6925156,Mountain Party,brown
http://www.wikidata.org/entity/Q1856755,Mouvement National Congolais,cobalt blue
http://www.wikidata.org/entity/Q870654,Movement for France,dark blue
http://www.wikidata.org/entity/Q2712780,Movement for the Future of Curaçao,white
http://www.wikidata.org/entity/Q2712780,Movement for the Future of Curaçao,lithopone white
http://www.wikidata.org/entity/Q4120394,Movement for the Independence of Sicily,gold
http://www.wikidata.org/entity/Q6926730,Movement for the Restoration of Democracy,red
http://www.wikidata.org/entity/Q47463814,Movement of Free Citizens,cadet grey
http://www.wikidata.org/entity/Q1570461,Movement of Popular Participation,orange-red
http://www.wikidata.org/entity/Q1296335,Movement without Fear,blue
http://www.wikidata.org/entity/Q6926970,Movimiento Nueva República,red
http://www.wikidata.org/entity/Q17011827,Mutahida Deeni Mahaz,lithopone white
http://www.wikidata.org/entity/Q17011827,Mutahida Deeni Mahaz,white
http://www.wikidata.org/entity/Q39049684,My Vote Counts! - G!LT,indian red
http://www.wikidata.org/entity/Q15980856,NI21,teal
http://www.wikidata.org/entity/Q24661026,Natatok Indigenous People's Democratic Party,cornflower blue
http://www.wikidata.org/entity/Q3366308,Nation Party of Iran,gold
http://www.wikidata.org/entity/Q5394720,National Action,navy blue
http://www.wikidata.org/entity/Q6970292,National Alliance for Belizean Rights,forest green
http://www.wikidata.org/entity/Q6970351,National Andorran Coalition,navy blue
http://www.wikidata.org/entity/Q1257317,National Awakening Party,green
http://www.wikidata.org/entity/Q1890519,National Bloc,grey
http://www.wikidata.org/entity/Q3640980,National Bloc of Freedom,navy blue
http://www.wikidata.org/entity/Q321022,National Bolshevik Party,red
http://www.wikidata.org/entity/Q1432611,National Centre Party,blue
http://www.wikidata.org/entity/Q2239200,National Centre of Social Republicans,blue
http://www.wikidata.org/entity/Q2993172,National Congress for Democratic Initiative,spring green
http://www.wikidata.org/entity/Q1254278,National Democratic Congress,gold
http://www.wikidata.org/entity/Q200875,National Democratic Congress,sea green
http://www.wikidata.org/entity/Q6972221,National Democratic Group,red
http://www.wikidata.org/entity/Q6972222,National Democratic Movement,blue
http://www.wikidata.org/entity/Q3366434,National Democratic Party,green
http://www.wikidata.org/entity/Q49758,National Democratic Party of Germany,gold
http://www.wikidata.org/entity/Q2777993,National Democratic Union,blue
http://www.wikidata.org/entity/Q6972256,National Democratic and Labour Party,Navajo white
http://www.wikidata.org/entity/Q1967913,National Democrats,light orange
http://www.wikidata.org/entity/Q4921004,National Development Party,light orange
http://www.wikidata.org/entity/Q1338697,National Forces Alliance,selective yellow
http://www.wikidata.org/entity/Q1968072,National Front,gold
http://www.wikidata.org/entity/Q1148059,National Front Party,pear
http://www.wikidata.org/entity/Q6972815,National Front of Workers and Peasants,gold
http://www.wikidata.org/entity/Q17139489,National Independence Party,red
http://www.wikidata.org/entity/Q3366300,National Integration Party,Turkish blue
http://www.wikidata.org/entity/Q3776735,National Labour Party,coral
http://www.wikidata.org/entity/Q1180187,National Liberal Party,light turquoise
http://www.wikidata.org/entity/Q204543,National Liberation Front,crimson
http://www.wikidata.org/entity/Q907051,National Liberation Front of Angola,yellow
http://www.wikidata.org/entity/Q2434365,National Mandate Party,blue
http://www.wikidata.org/entity/Q6974417,National Movement of the Revolution,orange
http://www.wikidata.org/entity/Q2412718,National Party,dark blue
http://www.wikidata.org/entity/Q3480145,National Party,yellow
http://www.wikidata.org/entity/Q13219795,National Party,indian red
http://www.wikidata.org/entity/Q6974819,National Party of Scotland,laser lemon
http://www.wikidata.org/entity/Q1142176,National Patriotic Party,firebrick
http://www.wikidata.org/entity/Q2487652,National People's Party,green
http://www.wikidata.org/entity/Q650648,National Peoples Party,firebrick
http://www.wikidata.org/entity/Q3775658,National Progressive Democrats,salmon
http://www.wikidata.org/entity/Q6975237,National Reform Party,orange
http://www.wikidata.org/entity/Q303668,National Renaissance Front,navy blue
http://www.wikidata.org/entity/Q382674,National Resistance Movement,gold
http://www.wikidata.org/entity/Q18379591,National Revolutionary Party of Afghanistan,gold
http://www.wikidata.org/entity/Q2455738,National Salvation Front,orchid
http://www.wikidata.org/entity/Q1073799,National Socialist Movement,brown
http://www.wikidata.org/entity/Q4314774,National Socialist Party of New Zealand,brown
http://www.wikidata.org/entity/Q707428,National Socialist Workers' Party of Denmark,brown
http://www.wikidata.org/entity/Q1967746,National Solidarity Party,light orange
http://www.wikidata.org/entity/Q1475559,National Union,light orange
http://www.wikidata.org/entity/Q954010,National Union,cobalt blue
http://www.wikidata.org/entity/Q80719,National Union Party,firebrick
http://www.wikidata.org/entity/Q2496554,National Union of Ethical Citizens,grey
http://www.wikidata.org/entity/Q6979195,National Unity,dark blue
http://www.wikidata.org/entity/Q202609,National Unity Front,gold
http://www.wikidata.org/entity/Q1773249,National Unity Party,Rosso corsa
http://www.wikidata.org/entity/Q1809278,National Unity Party,orange
http://www.wikidata.org/entity/Q6979767,Nationalist Alliance,cream
http://www.wikidata.org/entity/Q6979769,Nationalist Citizens' Party,emerald
http://www.wikidata.org/entity/Q2823680,Nationalist Democratic Action,red
http://www.wikidata.org/entity/Q1516976,Nationalist Party of Australia,cornflower blue
http://www.wikidata.org/entity/Q6981582,Nava Sama Samaja Party,red
http://www.wikidata.org/entity/Q6982730,Nawa Nepal Prajatantrik Dal,turquoise
http://www.wikidata.org/entity/Q55394498,Nepal Federal Socialist Party,indian red
http://www.wikidata.org/entity/Q6994374,Nepal Loktantrik Samajbadi Dal,seashell
http://www.wikidata.org/entity/Q1800560,Nepal Workers Peasants Party,Rosso corsa
http://www.wikidata.org/entity/Q1889631,Neutral Democratic Party,red
http://www.wikidata.org/entity/Q15980666,New Alliance Party,fuchsia
http://www.wikidata.org/entity/Q15980666,New Alliance Party,magenta
http://www.wikidata.org/entity/Q1127756,New Aspiration Party,yellow
http://www.wikidata.org/entity/Q16932904,New Democracy,gold
http://www.wikidata.org/entity/Q7006871,New Democracy Electoral Union,light orange
http://www.wikidata.org/entity/Q7008134,New Hampshire Democratic Party,blue
http://www.wikidata.org/entity/Q7008213,New Hampshire Republican State Committee,red
http://www.wikidata.org/entity/Q1511179,New Kosovo Alliance,blue
http://www.wikidata.org/entity/Q2495255,New Macau Association,dark green
http://www.wikidata.org/entity/Q2021874,New Party,purple
http://www.wikidata.org/entity/Q19838806,New Party,green-yellow
http://www.wikidata.org/entity/Q19838806,New Party,green-yellow
http://www.wikidata.org/entity/Q2284361,New Party,gold
http://www.wikidata.org/entity/Q483462,New Progressive Party,crimson
http://www.wikidata.org/entity/Q61862296,New Republic Party,cornflower blue
http://www.wikidata.org/entity/Q3103162,New Rights,chartreuse
http://www.wikidata.org/entity/Q7011558,New Socialist Alternative,red
http://www.wikidata.org/entity/Q31092171,New Start,blue
http://www.wikidata.org/entity/Q66364384,New Time,navy blue
http://www.wikidata.org/entity/Q3366331,New Turkey Party,red
http://www.wikidata.org/entity/Q2443115,New Union for Macau's Development,gold
http://www.wikidata.org/entity/Q11940292,New Zealand Democratic Party for Social Credit,illuminating emerald
http://www.wikidata.org/entity/Q7015475,New Zealand Liberal Party,gold
http://www.wikidata.org/entity/Q7015478,New Zealand Liberal Party,white
http://www.wikidata.org/entity/Q7015478,New Zealand Liberal Party,lithopone white
http://www.wikidata.org/entity/Q3622440,New Zealand National Front,dark blue
http://www.wikidata.org/entity/Q7015620,New Zealand Republican Party,red
http://www.wikidata.org/entity/Q7015654,New Zealand Socialist Party,dark red
http://www.wikidata.org/entity/Q39935211,Newport Independents Party,Mandarin orange
http://www.wikidata.org/entity/Q1621537,Nigerien Alliance for Democracy and Progress,gold
http://www.wikidata.org/entity/Q1644044,Niue People's Party,forest green
http://www.wikidata.org/entity/Q21061549,North East Party,maroon
http://www.wikidata.org/entity/Q7058538,Northern Ireland Women's Coalition,Persian green
http://www.wikidata.org/entity/Q3347799,O Porinetia To Tatou Ai'a,red
http://www.wikidata.org/entity/Q7077839,Odisha Communist Party,red
http://www.wikidata.org/entity/Q18385482,One Fiji Party,cyan
http://www.wikidata.org/entity/Q160715,One London,Bondi blue
http://www.wikidata.org/entity/Q7093023,One New Zealand Party,purple
http://www.wikidata.org/entity/Q7101893,Organisation of Marxist–Leninists of Spain,red
http://www.wikidata.org/entity/Q3567312,Organization for the Reconstruction of the Communist Party of Greece,terra cotta
http://www.wikidata.org/entity/Q12019857,Ostravak,dark red
http://www.wikidata.org/entity/Q20748276,Our Land,blue
http://www.wikidata.org/entity/Q1266099,PJAK,red
http://www.wikidata.org/entity/Q799577,Pakistan Muslim League (N),forest green
http://www.wikidata.org/entity/Q864345,Pakistan Muslim League (Q),green
http://www.wikidata.org/entity/Q7125671,Pakistan Peoples Party (Shaheed Bhutto),coral
http://www.wikidata.org/entity/Q19895022,Pakistan Peoples Party Workers,grey
http://www.wikidata.org/entity/Q1339181,Palikot's Movement,orange
http://www.wikidata.org/entity/Q3048772,Parti Gerakan Rakyat Malaysia,red
http://www.wikidata.org/entity/Q7140518,Partido Abe Kapampangan,dark green
http://www.wikidata.org/entity/Q32752,Partido Auténtico,orange
http://www.wikidata.org/entity/Q7140531,Partido Demokratiko Pilipino–Lakas ng Bayan,gold
http://www.wikidata.org/entity/Q33162971,Partido de Trabajadores Revolucionarios,red
http://www.wikidata.org/entity/Q5932301,Partido ng Manggagawa at Magsasaka,Rosso corsa
http://www.wikidata.org/entity/Q3330348,Partit Radical Demòcrata,purple
http://www.wikidata.org/entity/Q2195268,Party for Democracy and Socialism,indian red
http://www.wikidata.org/entity/Q461351,Party for Social Renewal,light orange
http://www.wikidata.org/entity/Q4026915,Party for Socialism and Liberation,red
http://www.wikidata.org/entity/Q3098111,Party for a Country of Solidarity,yellow
http://www.wikidata.org/entity/Q176956,Party of Civic Rights,terra cotta
http://www.wikidata.org/entity/Q477228,"Party of Farmers, Traders and Independents",apple green
http://www.wikidata.org/entity/Q7141097,Party of National Brotherhood,crimson
http://www.wikidata.org/entity/Q61958904,Party of Peace and Development,denim
http://www.wikidata.org/entity/Q2603304,Party of Socialists of the Republic of Moldova,dark red
http://www.wikidata.org/entity/Q2985355,Party of Togolese Unity,gold
http://www.wikidata.org/entity/Q652091,Party of the Revolution,forest green
http://www.wikidata.org/entity/Q15973108,Party of the Socialist Revolution,red
http://www.wikidata.org/entity/Q7141634,Pasban e Pakistan,maroon
http://www.wikidata.org/entity/Q958794,Patriotic Movement for Renewal,light orange
http://www.wikidata.org/entity/Q17094048,Pauper Party of Ontario,yellow
http://www.wikidata.org/entity/Q7157418,Peace Party,orchid
http://www.wikidata.org/entity/Q3098914,Peace and Freedom Party,green
http://www.wikidata.org/entity/Q7157493,Peace and Progress Party,periwinkle
http://www.wikidata.org/entity/Q7164785,Pensioners Party,grey
http://www.wikidata.org/entity/Q1826873,Pensioners' Party,denim
http://www.wikidata.org/entity/Q839354,Pentapartito,rosa-orange
http://www.wikidata.org/entity/Q3545406,People Before Profit,blood red
http://www.wikidata.org/entity/Q15980874,People Party (1973–75),gold
http://www.wikidata.org/entity/Q13422309,People's Alliance (Sri Lanka),blue
http://www.wikidata.org/entity/Q17139360,People's Congress Party,sandy brown
http://www.wikidata.org/entity/Q4262041,People's Conscience Party,orange
http://www.wikidata.org/entity/Q7165526,People's Democratic Party,cyan
http://www.wikidata.org/entity/Q23022624,People's Experts,maroon
http://www.wikidata.org/entity/Q7165584,People's Islamic Unity Party of Afghanistan,red
http://www.wikidata.org/entity/Q16932539,People's Justice Party,aquamarine
http://www.wikidata.org/entity/Q636947,People's Mujahedin of Iran,red
http://www.wikidata.org/entity/Q28531167,People's Party,azure
http://www.wikidata.org/entity/Q337794,People's Party,celadon
http://www.wikidata.org/entity/Q828392,People's Party – Movement for a Democratic Slovakia,Maya Blue
http://www.wikidata.org/entity/Q1002594,People's Progressive Party,goldenrod
http://www.wikidata.org/entity/Q478120,People's Revolutionary Party of Benin,red
http://www.wikidata.org/entity/Q1186355,People’s Democratic Party of Afghanistan,red
http://www.wikidata.org/entity/Q19752495,Perindo Party,lithopone white
http://www.wikidata.org/entity/Q19752495,Perindo Party,white
http://www.wikidata.org/entity/Q7170486,Personal Choice Party,maize
http://www.wikidata.org/entity/Q7170951,Pertubuhan Kebangsaan Melayu Singapura,red
http://www.wikidata.org/entity/Q669307,Peruvian Nationalist Party,red
http://www.wikidata.org/entity/Q7185046,Philippine Falange,navy blue
http://www.wikidata.org/entity/Q7197983,Piri Wiri Tua Movement,sangria
http://www.wikidata.org/entity/Q7200906,Plan Progress for Bolivia – National Convergence,red
http://www.wikidata.org/entity/Q65295925,Podemos Asturias,violet
http://www.wikidata.org/entity/Q7209955,Polish National Party,red
http://www.wikidata.org/entity/Q537303,Polish United Workers' Party,Rosso corsa
http://www.wikidata.org/entity/Q687409,Polish Workers' Party,red
http://www.wikidata.org/entity/Q599149,Popular Action,maroon
http://www.wikidata.org/entity/Q7229662,Popular Alliance,olive
http://www.wikidata.org/entity/Q7229670,Popular Christian Movement,robin egg blue
http://www.wikidata.org/entity/Q7229694,Popular Freedom Alliance,grey
http://www.wikidata.org/entity/Q2151209,Popular Liberal Action,cornflower blue
http://www.wikidata.org/entity/Q226085,Popular Orthodox Rally,dark blue
http://www.wikidata.org/entity/Q1236315,Popular Republican Movement,robin egg blue
http://www.wikidata.org/entity/Q5858343,Popular Socialist Party,crimson
http://www.wikidata.org/entity/Q130761,Popular Unity Candidacy,white
http://www.wikidata.org/entity/Q130761,Popular Unity Candidacy,lithopone white
http://www.wikidata.org/entity/Q2054628,Portuguese Workers' Communist Party,Rosso corsa
http://www.wikidata.org/entity/Q3345058,Praja Rajyam Party,bright green
http://www.wikidata.org/entity/Q1455237,Progress Party,yellow
http://www.wikidata.org/entity/Q2112227,Progress Party,yellow
http://www.wikidata.org/entity/Q7248572,Progress Party,ochre
http://www.wikidata.org/entity/Q7886461,Progress Promotion Union,red
http://www.wikidata.org/entity/Q15980912,Progressive Action Party,Maya Blue
http://www.wikidata.org/entity/Q5713120,Progressive Advance,light orange
http://www.wikidata.org/entity/Q2838261,Progressive Alliance,dark blue
http://www.wikidata.org/entity/Q7248719,Progressive Constitutionalist Party,maroon
http://www.wikidata.org/entity/Q2566823,Progressive Liberal Party,gold
http://www.wikidata.org/entity/Q7248776,Progressive Party,asparagus
http://www.wikidata.org/entity/Q2575617,Progressive Party,mango
http://www.wikidata.org/entity/Q7248783,Progressive Party,gold
http://www.wikidata.org/entity/Q7248784,Progressive Party,lavender
http://www.wikidata.org/entity/Q212158,Progressive Party of Working People,carnelian
http://www.wikidata.org/entity/Q7248799,Progressive Peoples Alliance,azure
http://www.wikidata.org/entity/Q947126,Progressive Socialist Party of Ukraine,red
http://www.wikidata.org/entity/Q7248821,Progressive Union of the Centrist Center,firebrick
http://www.wikidata.org/entity/Q3179082,Project Venezuela,yellow
http://www.wikidata.org/entity/Q1185916,Proletarian Democracy,red
http://www.wikidata.org/entity/Q647925,Proriv,Mandarin orange
http://www.wikidata.org/entity/Q887193,Prosperous Armenia,Maya Blue
http://www.wikidata.org/entity/Q1511101,Prosperous Justice Party,light orange
http://www.wikidata.org/entity/Q7252621,Provincial Christian-Socialist Party,asparagus
http://www.wikidata.org/entity/Q7258663,Puerto Ricans for Puerto Rico Party,light orange
http://www.wikidata.org/entity/Q7260335,Punjabi Party of Malaysia,blue
http://www.wikidata.org/entity/Q2788486,Pwersa ng Masang Pilipino,light orange
http://www.wikidata.org/entity/Q7263268,Pyramid Party of India,Blue (CMYK) (pigment blue)
http://www.wikidata.org/entity/Q7270959,Queensland Labor Party,teal
http://www.wikidata.org/entity/Q123585,Radical Civic Union,NCS red
http://www.wikidata.org/entity/Q2054656,Radical Liberal Party,cobalt blue
http://www.wikidata.org/entity/Q1542710,Radical Party,mauve
http://www.wikidata.org/entity/Q1759368,Radical Party,teal
http://www.wikidata.org/entity/Q1549779,Radical Party of Chile,teal
http://www.wikidata.org/entity/Q2355317,Radical Party of Oleh Liashko,orange-red
http://www.wikidata.org/entity/Q1517626,Rahanweyn Resistance Army,crimson
http://www.wikidata.org/entity/Q6581405,Rak Thailand Party,blue
http://www.wikidata.org/entity/Q4589354,Rastriya Janamorcha,brighter dark red
http://www.wikidata.org/entity/Q7295308,Rastriya Prajatantra Party,International Klein Blue
http://www.wikidata.org/entity/Q2632719,Rastriya Prajatantra Party,gold
http://www.wikidata.org/entity/Q7299421,Rayyithunge Muthagaddim Party,Rosso corsa
http://www.wikidata.org/entity/Q28221967,Rebirth Party,vivid sky blue
http://www.wikidata.org/entity/Q2054732,Reconstitution Party,cyan
http://www.wikidata.org/entity/Q962693,Recreate for Growth,blue
http://www.wikidata.org/entity/Q17507485,Reform Jersey,red
http://www.wikidata.org/entity/Q533384,Reform Movement,cobalt blue
http://www.wikidata.org/entity/Q1375054,Reform Party,sea green
http://www.wikidata.org/entity/Q7307559,Reforms for the Future,teal
http://www.wikidata.org/entity/Q5944368,Renewed Democratic Liberty,red
http://www.wikidata.org/entity/Q1508640,Renovación Española,teal
http://www.wikidata.org/entity/Q18720460,Renua Ireland,light orange
http://www.wikidata.org/entity/Q7314380,Republic,brighter dark red
http://www.wikidata.org/entity/Q2054660,Republican Liberal Party,gold
http://www.wikidata.org/entity/Q7314627,Republican Party,light orange
http://www.wikidata.org/entity/Q4925715,Republican Party,blue
http://www.wikidata.org/entity/Q7314629,Republican Party,cornflower blue
http://www.wikidata.org/entity/Q7314626,Republican Party,crimson
http://www.wikidata.org/entity/Q7314645,Republican Party of Havana,indian red
http://www.wikidata.org/entity/Q7314703,Republican Socialist Unity Party,red
http://www.wikidata.org/entity/Q6089601,Republican Villagers Nation Party,coffee
http://www.wikidata.org/entity/Q2655581,Republicans of Miroslav Sládek,Berliner Blau
http://www.wikidata.org/entity/Q7315991,Responsible Government Association,orange
http://www.wikidata.org/entity/Q7318726,Revolutionary Action Party,steel blue
http://www.wikidata.org/entity/Q862627,Revolutionary Communist League,cardinal
http://www.wikidata.org/entity/Q3366240,Revolutionary Communist Party of Chilia,red
http://www.wikidata.org/entity/Q2786464,Revolutionary Democratic Coalition,red
http://www.wikidata.org/entity/Q935996,Revolutionary Front for an Independent East Timor,red
http://www.wikidata.org/entity/Q1701173,Revolutionary Left Movement (Chile),red
http://www.wikidata.org/entity/Q7318829,Revolutionary Party,brown
http://www.wikidata.org/entity/Q7318844,Revolutionary Socialism,red
http://www.wikidata.org/entity/Q7318848,Revolutionary Socialist Alternative,red
http://www.wikidata.org/entity/Q1635587,Revolutionary Socialist Party,red
http://www.wikidata.org/entity/Q7318855,Revolutionary Socialist Workers' Party,brighter dark red
http://www.wikidata.org/entity/Q7318862,Revolutionary Socialists,gold
http://www.wikidata.org/entity/Q1141973,Revolutionary United Front,gold
http://www.wikidata.org/entity/Q7318888,Revolutionary Workers' Party-Struggle,red
http://www.wikidata.org/entity/Q7321065,Rhodesian Action Party,gold
http://www.wikidata.org/entity/Q1279467,Right Bloc,apple green
http://www.wikidata.org/entity/Q20982216,Rivers State People's Democratic Party,red
http://www.wikidata.org/entity/Q7354230,Rock 'n' Roll Loony Party,red-violet
http://www.wikidata.org/entity/Q7355405,Rockingham Whigs,buff
http://www.wikidata.org/entity/Q7389478,SDP–Liberal Alliance,gold
http://www.wikidata.org/entity/Q821929,SMER – Social Democracy,red
http://www.wikidata.org/entity/Q12186375,Saadist Institutional Party,red-violet
http://www.wikidata.org/entity/Q23777605,Sabah Chinese Association,red
http://www.wikidata.org/entity/Q1546941,Samajwadi Party,red
http://www.wikidata.org/entity/Q7409906,Samoa Progressive Political Party,peach
http://www.wikidata.org/entity/Q7409906,Samoa Progressive Political Party,apricot
http://www.wikidata.org/entity/Q27389,Sandinista National Liberation Front,dark red
http://www.wikidata.org/entity/Q1100205,Sarawak United Peoples' Party,yellow
http://www.wikidata.org/entity/Q3027499,Save Bessarabia Union,blue
http://www.wikidata.org/entity/Q7437828,Scottish Labour Party,firebrick
http://www.wikidata.org/entity/Q7437829,Scottish Labour Party,dark red
http://www.wikidata.org/entity/Q7437849,Scottish Liberal Party,gold
http://www.wikidata.org/entity/Q891900,Scottish Socialist Party,red
http://www.wikidata.org/entity/Q16933693,Scottish Workers' Representation Committee,firebrick
http://www.wikidata.org/entity/Q7450763,Seniors Solidarity Party,green
http://www.wikidata.org/entity/Q2915298,Sephardim and Oriental Communities,cobalt blue
http://www.wikidata.org/entity/Q22205328,Serb List,navy blue
http://www.wikidata.org/entity/Q334410,Serbian Radical Party,dark blue
http://www.wikidata.org/entity/Q7498934,Shiromani Akali Dal (Amritsar),light orange
http://www.wikidata.org/entity/Q2890644,Shlomtzion,cobalt blue
http://www.wikidata.org/entity/Q2002421,"Shooters, Fishers and Farmers Party",indian red
http://www.wikidata.org/entity/Q4801137,Sikkim Krantikari Morcha,red
http://www.wikidata.org/entity/Q2289041,Singapore Democratic Party,red
http://www.wikidata.org/entity/Q7523074,Singapore People's Alliance,purple
http://www.wikidata.org/entity/Q1320603,Singapore People's Party,white
http://www.wikidata.org/entity/Q1320603,Singapore People's Party,lithopone white
http://www.wikidata.org/entity/Q17053908,Singaporeans First Party,red
http://www.wikidata.org/entity/Q7524323,Sinhalaye Mahasammatha Bhoomiputra Pakshaya,dark blue
http://www.wikidata.org/entity/Q1611985,Slovak Democratic Coalition,blue
http://www.wikidata.org/entity/Q1258654,Slovenian People's Party,olive
http://www.wikidata.org/entity/Q1127730,Social Action Party,dark blue
http://www.wikidata.org/entity/Q438433,Social Alternative,navy blue
http://www.wikidata.org/entity/Q7550472,Social Christian Conservative Party,dark blue
http://www.wikidata.org/entity/Q499377,Social Christian Party,gold
http://www.wikidata.org/entity/Q2153476,Social Christian Reformist Party,crimson
http://www.wikidata.org/entity/Q2296647,Social Credit Party of Great Britain and Northern Ireland,forest green
http://www.wikidata.org/entity/Q4256329,Social Democratic Left Party of Sweden,Rosso corsa
http://www.wikidata.org/entity/Q930331,Social Democratic Party,light orange
http://www.wikidata.org/entity/Q3896861,Social Democratic Party of Kosovo,purple
http://www.wikidata.org/entity/Q1499300,Social Democratic Party of Ukraine (united),rose
http://www.wikidata.org/entity/Q2558701,Social Democratic Workers' Party,Rosso corsa
http://www.wikidata.org/entity/Q175443,Social Democratic and Labour Party,dark green
http://www.wikidata.org/entity/Q7550752,Social Progressive Party,coral
http://www.wikidata.org/entity/Q18207712,Socialist Action,red
http://www.wikidata.org/entity/Q20987490,Socialist Alliance,red
http://www.wikidata.org/entity/Q7551521,Socialist Aotearoa,crimson
http://www.wikidata.org/entity/Q3092168,Socialist Democratic Federation,red
http://www.wikidata.org/entity/Q2296767,Socialist Equality Party,red
http://www.wikidata.org/entity/Q1634168,Socialist Equality Party,carmine
http://www.wikidata.org/entity/Q605960,Socialist Forces Front,azure
http://www.wikidata.org/entity/Q7551562,Socialist Front,scarlet
http://www.wikidata.org/entity/Q7551562,Socialist Front,Q12901869
http://www.wikidata.org/entity/Q5071186,Socialist Janata (Democratic),India green
http://www.wikidata.org/entity/Q1796251,Socialist Justice Party,brighter dark red
http://www.wikidata.org/entity/Q15980502,Socialist Labour Party,yellow
